id	surname	firstname	name	alternativename	province	politicalparty	fullname	fathername	picture	website	email and homepage 1	parliament_start_date	email and homepage 2	email and homepage 3	email and homepage 4	contact_info
237	Πιπιλη	 Φωτεινη	Φωτεινή Πιπιλή		Α' ΑΘΗΝΩΝ	nd	Πιπιλή Ανδρέα Φωτεινή	Ανδρέα	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/pipilifot.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=3fe058ae-3397-457e-9b43-c191c0f1e14d	fpipili@gmail.com	17/6/2014				Αθήνα, Βουλή των Ελλήνων, Τ.Κ: 10021, τηλ.:210 7298915
238	Πλακιωτακης	 Ιωαννης	Ιωάννης Πλακιωτάκης		ΛΑΣΙΘΙΟΥ	nd	Πλακιωτάκης Ιωσήφ Ιωάννης	Ιωσήφ	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/PLAKIOTAKIS1.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=0589f904-269b-4f4f-900e-0ade69ecf70a	plakiotakisgiannis@gmail.com	17/6/2014				Αθήνα, Σέκερη 1, Τ.Κ. 10671, τηλ: 210 3675816, FAX: 210 3675615; Σητεία, Βιτσέντζου Κορνάρου 82, Τ.Κ. 72300, τηλ: 28430 29700, FAX: 28430 28980; Ιεράπετρα, Γιαννάκου 19, Τ.Κ. 72200, τηλ: 28420 22233, FAX: 28420 22384
239	Πολυδωρας	 Βυρων	Βύρων Πολύδωρας		Β' ΑΘΗΝΩΝ	nd	Πολύδωρας Γεωργίου Βύρων	Γεωργίου			vpolydoras@yahoo.gr	17/6/2014	http://www.vyron-polydoras.gr			Αθήνα, Υμηττού 122, Τ.Κ. 15669, τηλ: 210 6514269, 6528000, FAX: 210 6561419
240	Ραπτη	 Ελενη	Ελένη Ράπτη		Α' ΘΕΣΣΑΛΟΝΙΚΗΣ	nd	Ράπτη Δημητρίου Ελένη	Δημητρίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/elena%20rapti%20EKLOGES%202012_photo.JPG	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=505981d5-5775-451b-bfb0-4760476c0775	e.rapti@parliament.gr;	17/6/2014	thessaloniki@elenarapti.gr			Αθήνα, Σέκερη 1, Τ.Κ. 10671, τηλ: 210 3675824, FAX: 210 3675623; Θεσσαλονίκη, Εγνατίας 121, Τ.Κ. 54635, τηλ: 2310 200017, FAX: 2310 203865
241	Ρεπουση	 Μαρια	Μαρία Ρεπούση		Α' ΠΕΙΡΑΙΩΣ	dimar	Ρεπούση Βασιλείου Μαρία	Βασιλείου			m.repousi@parliament.gr	17/6/2014	repousi@repousi.gr	http://www.repousi.gr		Πειραιάς, Ηρώων Πολυτεχνείου & Δραγάτση 8, Τ.Κ. 18535, τηλ: 210 4123827,  FAX: 210 4123828
242	Ρηγας	 Παναγιωτης	Παναγιώτης Ρήγας		ΚΥΚΛΑΔΩΝ	pasok	Ρήγας Θεοφάνη Παναγιώτης	Θεοφάνη	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/RIGASPANAGIOTIS.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=0d7227a6-3122-40f1-942d-a6a56a44dc3d	p.rigas@parliament.gr	17/6/2014				Αθήνα, Μητροπόλεως 1, Τ.Κ. 10562, τηλ: 210 3709345-6, FAX: 210 3709349 Ερμούπολη – Συρος, Στρ. Παπάγου & Σικίνου 2, Τ.Κ. 84100, τηλ: 22810 84789, 87300, FAX: 22810 85111
243	Σακοραφα	 Σοφια	Σοφία Σακοράφα		Β' ΑΘΗΝΩΝ	syriza						17/6/2014				
244	Σαλμας	 Μαριος	Μάριος Σαλμάς		ΑΙΤΩΛΙΑΣ ΚΑΙ AΚΑΡΝΑΝΙΑΣ	nd	Σαλμάς Γεωργίου Μάριος	Γεωργίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/salmasmarios.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=4eff215a-1e00-4443-b009-c51640b14cf5	msalmas@otenet.gr;	17/6/2014	http://www.msalmas.gr			Αθήνα, Κηφισίας 22, Τ.Κ. 11526, τηλ: 210 7793103, 7705255, FAX: 210 7773754; Αγρίνιο, Αναστασιάδη 2, Τ.Κ. 30100, τηλ: 26410 47707, FAX: 26410 34208
245	Σαλτουρος	 Δημητριος	Δημήτριος Σαλτούρος		ΞΑΝΘΗΣ	pasok	Σαλτούρος Παναγιώτη Δημήτριος	Παναγιώτη		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=14015d44-59a4-4171-8818-af08fcaceeab	d.saltouros@parliament.gr	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 105 62, τηλ: 210 3706455, FAX: 210 3706055 Ξάνθη, Μ. Βόγδου 12, Τ.Κ. 67100, τηλ: 25410 62300, FAX: 25410 62300
246	Σαμαρας	 Αντωνιος	Αντώνιος Σαμαράς		ΜΕΣΣΗΝΙΑΣ	nd	Σαμαράς Κωνσταντίνου Αντώνιος	Κωνσταντίνου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/SamarasA.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=f672b7d6-bee5-4cdd-9b79-a94ee171f53b	proedros@nd.gr	17/6/2014				Αθήνα, Συγγρού 340, Τ.Κ.: 17673, τηλ: 210 9444900, FAX: 210 9444801
247	Σαμοιλης	 Στεφανος	Στέφανος Σαμοΐλης		ΚΕΡΚΥΡΑΣ	syriza	Σαμοΐλης Κωνσταντίνου - Νικολάου Στέφανος	Κωνσταντίνου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/samoilis_001_1.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=1d30ab49-f686-4541-b45d-534390cfcf82	enalion@otenet.gr	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 10562, τηλ: 210 3706329, FAX: 210 3706529
248	Σαμπαζιωτης	 Δημητριος	Δημήτριος Σαμπαζιώτης		ΜΕΣΣΗΝΙΑΣ	nd	Σαμπαζιώτης Αθανασίου Δημήτρης	Αθανασίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/sampaziotisdimitris.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=04836943-991f-4c60-82cf-3e64d890b5f5	sabaziot@otenet.gr	17/6/2014				Αθήνα, Σέκερη 1, Τ.Κ. 10671,; τηλ: 210 3675812, 210 3675612 fax: 210 3675611; Καλαμάτα, Αριστομένους 53, Τ.Κ. 24100,; τηλ: 27210 86464, fax: 27210 86829.
249	Σαχινιδης	 Φιλιππος	Φίλιππος Σαχινίδης		ΛΑΡΙΣΗΣ	pasok	Σαχινίδης Δημητρίου Φίλιππος	Δημητρίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/SachinidisFilippos.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=ae1eb55f-58f3-4657-81c9-eff03d103f7f	philippos@sachinidis.gr	17/6/2014				Αθήνα, Σέκερη 1, Τ.Κ. 10671, τηλ: 210 3675814, fax: 210 3675613. Λάρισα, Δευκαλίωνος 1, Τ.Κ. 41222, τηλ: 2410 530848, 252808, fax: 2410 252810.
250	Σενετακης	 Μαξιμος	Μάξιμος Σενετάκης		ΗΡΑΚΛΕΙΟΥ	nd	Σενετάκης Γεωργίου Μάξιμος	Γεωργίου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=851f09be-1580-47e4-8c20-ce3937a4e0a0	maxsenetakis@gmail.com;	17/6/2014	senetakis@parliament.gr;	senetakis@outlook.com;	http://www.maximossenetakis.gr	Αθήνα, Βουλής 4, Τ.Κ. 105 62, τηλ: 210 3706321, FAX: 210 3706521; Ηράκλειο, Πεδιάδος 2, Τ.Κ. 71201, τηλ: 2810 300124, FAX: 2810 300 112.
251	Σηφουνακης	 Νικολαος	Νικόλαος Σηφουνάκης		ΛΕΣΒΟΥ	pasok	Σηφουνάκης Οδυσσέα Νικόλαος	Οδυσσέα	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/sifounakis.PNG	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=b2363149-1c23-4e79-b5d1-4ae772547723	info@sifounakis.gr	17/6/2014				Αθήνα, Ζαλοκώστα 5, Τ.Κ. 10671, τηλ. & FAX: 210 3609134 – 3648349 Μυτιλήνη, Ξάνθου 2, Τ.Κ. 81100, τηλ: 22510 24360, 42818, FAX: 22510 42695
252	Σκανδαλιδης	 Κωνσταντινος	Κωνσταντίνος Σκανδαλίδης		Α' ΑΘΗΝΩΝ	pasok	Σκανδαλίδης Γεωργίου Κωνσταντίνος	Γεωργίου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=7db0745e-05bc-42a6-b701-3e218f39d5f0	kskan@pasok.gr	17/6/2014				Αθήνα, Σίνα 17, Τ.Κ. 10680, τηλ: 210 3643653, 3641102, FAX: 210 3617470
253	Σκονδρα	 Ασημινα	Ασημίνα Σκόνδρα		ΚΑΡΔΙΤΣΗΣ	nd	Σκόνδρα Κωνσταντίνου Ασημίνα	Κωνσταντίνου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/skondraasimina.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=7673d44a-5aeb-48ea-a244-f17135590b52	asimina.skondra@gmail.com	17/6/2014				Αθήνα, Σέκερη 1, Τ.Κ. 10671, τηλ: 210 3675836, FAX: 210 3675637; Καρδίτσα, Βασιαρδάννη 41, Τ.Κ. 43100, τηλ: 24410 77590-3, FAX: 24410 77594
254	Σκρεκας	 Κωνσταντινος	Κωνσταντίνος Σκρέκας		ΤΡΙΚΑΛΩΝ	nd	Σκρέκας Θεοδώρου Κωνσταντίνος	Θεοδώρου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/SKREKAS-KONSTANTINOS.png	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=09bb14cd-2858-4ea6-92f5-5285bca69430	info@skrekaskostas.gr;	17/6/2014	http://skrekaskostas.gr			Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3709242, FAX: 210 3709240; Τρίκαλα, Στρ. Σαράφη & Ανδρούτσου 2, Τ.Κ. 42100, τηλ: 24310 33777, FAX: 24310 76300
255	Σολδατος	 Θεοδωρος	Θεόδωρος Σολδάτος		ΛΕΥΚΑΔΟΣ	nd	Σολδάτος Φωτίου Θεόδωρος	Φωτίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/soldatostheo.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=6780d7a5-7840-42b3-9726-657763717ae9	info@thsoldatos.gr;	17/6/2014	http://www.thsoldatos.gr			Αθήνα, Mητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3709666, FAX: 210 3709669; Λευκάδα, Καρούσου Τζαβάλα 4, Τ.Κ. 31100, τηλ: 26450 21414, FAX: 26450 21399
256	Σπηλιωτοπουλος	 Αριστοβουλος	Αριστόβουλος Σπηλιωτόπουλος 	Άρης Σπηλιωτοπουλος	Β' ΑΘΗΝΩΝ	nd						17/6/2014				
257	Σταθακης	 Γεωργιος	Γεώργιος Σταθάκης		ΧΑΝΙΩΝ	syriza	Σταθάκης Μηνά Γεώργιος	Μηνά	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/stathakisgeorge.png	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=704b0595-4422-4318-8e50-c8a868516897	stathakisgs@yahoo.gr	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 10562
258	Σταθας	 Ιωαννης	Ιωάννης Σταθάς		ΒΟΙΩΤΙΑΣ	syriza	Σταθάς Παναγιώτη Ιωάννης	Παναγιώτη		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=175e954d-48f1-4fb0-9fa3-644388f2d106		17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 10562, τηλ: 210 3706385, FAX: 210 3706585
259	Σταικουρας	 Χρηστος	Χρήστος Σταϊκούρας		ΦΘΙΩΤΙΔΑΣ	nd	Σταϊκούρας Κωνσταντίνου Χρήστος	Κωνσταντίνου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/staikouraschristos_1.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=90fe5363-5352-45b5-8e6a-3b1edde88073	cstaik@parliament.gr;	17/6/2014	http://www.cstaikouras.gr			Αθήνα, Βησαρίωνος 4, Τ.Κ. 10672, τηλ: 210 3611344-5, FAX: 210 3611342,; Λαμία, Ορλάνδου & Ταϋγέτου, Τ.Κ. 35100, τηλ.: 22310-34250 & 22310-30200, FAX: 22310- 30250.
260	Σταμενιτης	 Διονυσιος	Διονύσιος Σταμενίτης 		ΠΕΛΛΗΣ	nd	Σταμενίτης Ευαγγέλου Διονύσιος	Ευαγγέλου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/stamenitisdion.JPG	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=2904731e-8ae1-4444-8084-089adaa553f8	dstamenitis@parliament.gr;	17/6/2014	http://www.stamenitisdionisis.gr			Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3709216, FAX: 210 3709219; Γιαννιτσά, Δημάρχου Στάμκου 1, Τ.Κ. 58100, τηλ: 23820 24600, FAX: 23820 23990.
261	Σταμπουλη	 Αφροδιτη	Αφροδίτη Σταμπουλή 		ΣΕΡΡΩΝ	syriza	Σταμπουλή Αποστόλου Αφροδίτη	Αποστόλου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=d6099115-bcbb-45c4-9000-612d5df5b0b0	astampouli@parliament.gr	17/6/2014				Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3709416, FAX: 3709419
262	Σταυρινούδη-Σόδη	Μαρία 	Μαρία Σταυρινούδη-Σόδη		ΧΙΟΥ	"""Ν.Δ. (αντικατάσταση του παραιτηθέντος βουλευτή Σταμάτη Κάρμαντζη, ο οποίος "	Σταυρινούδη - Σόδη Αριστείδη Μαρία	-		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=70905034-1e1f-435b-ad96-fba50df420d9		17/6/2014				.
263	Στρατουλης	 Δημητριος	Δημήτριος Στρατούλης		Β' ΑΘΗΝΩΝ	syriza	Στρατούλης Ιωάννη Δημήτριος	Ιωάννη	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/stratoulis_001.JPG	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=dda13f93-8afc-4773-a166-5c70baf014a2	stratoulis@parliament.gr	17/6/2014				Αθήνα, Πλ. Ελευθερίας 1, Τ.Κ. 10553, τηλ: 210 3378432-431, 3708371, FAX: 210 3378428
264	Στυλιανιδης	 Ευριπιδης	Ευριπίδης Στυλιανίδης		ΡΟΔΟΠΗΣ	nd	Στυλιανίδης Στυλιανού Ευριπίδης	Στυλιανού	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/STILIANIDISEVRIPIDIS.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=ddbf41da-f4e4-4dea-89ba-b9bbfbc6b07b	stylianidis@e-stylianidis.gr;	17/6/2014	http://www.e-stylianidis.gr			Αθήνα, Νηρηίδων 4, Τ.Κ. 11634, τηλ: 210 7297223, FAX: 210 7258853; Κομοτηνή, Λ. Ηρώων 14-16, Τ.Κ. 69100, τηλ: 25310 31111, FAX: 25310 30000
265	Στυλιος	 Γεωργιος	Γεώργιος Στύλιος		ΑΡΤΗΣ	nd	Στύλιος Δημοσθένη Γεώργιος	Δημοσθένη		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=b194f70d-669d-49cd-b5cd-1d0e76173b97	stylios@parliament.gr	17/6/2014				Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3709525-6, FAX: 210 3709529; Άρτα, Καραπάνου 2 & Καραϊσκάκη, Τ.Κ. 47100, τηλ: 26810 21255, FAX: 26810 22241
266	Συρμαλενιος	 Νικολαος	Νικόλαος Συρμαλένιος		ΚΥΚΛΑΔΩΝ	syriza	Συρμαλένιος Ευαγγέλου Νικόλαος	Ευαγγέλου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=12cb1cad-9861-4de1-aab1-516cc9c5da22	nsyrm@parliament.gr	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 10562, τηλ: 210 3706373, FAX: 210 3706573
267	Ταγαρας	 Νικολαος	Νικόλαος Ταγαράς		ΚΟΡΙΝΘΙΑΣ	nd	Ταγαράς Χρήστου Νικόλαος	Χρήστου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/Nikos-Tagaras-Korinthia1.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=ffa318af-7994-49a6-8d00-5309b76223a6	ntagaras@parliament.gr;	17/6/2014	http://www.nikos-tagaras.gr			Αθήνα, Αμαλιάδος 17, Τ.Κ. 115 23,; τηλ: 210 6475181-3, FAX: 210 6432589; Κόρινθος, Κολιάτσου 100, Τ.Κ. 20100, τηλ: 27410 23818, 21797, FAX: 27410 21565
268	Ταλιαδουρος	 Σπυριδων	Σπυρίδων Ταλιαδούρος 		ΚΑΡΔΙΤΣΗΣ	nd	Ταλιαδούρος Αθανασίου Σπυρίδων	Αθανασίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/taliadouros_2.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=0c0c20c6-8a4e-47ab-95af-611437b08731	sptaliad@otenet.gr	17/6/2014				Αθήνα, Αριστείδου 9, Τ.Κ. 10559, τηλ: 210 3251840, FAX: 210 3314042; Καρδίτσα, Ταλιαδούρου 2, Τ.Κ. 43100, τηλ: 24410 22190, FAX: 24410 71334
269	Ταμηλος	 Μιχαηλ	Μιχαήλ Ταμήλος		ΤΡΙΚΑΛΩΝ	nd	Ταμήλος Κωνσταντίνου Μιχαήλ	Κωνσταντίνου		http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=b24af3d2-1799-4bed-b6d6-7381b5a5be45	mtamilos@gmail.com	17/6/2014				Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3709641-2, FAX: 210 3709640; Τρίκαλα, Ασκληπιού 9, Τ.Κ. 42100, τηλ: 24310 39000-1, FAX: 24310 39007
270	Τασουλας	 Κωνσταντινος	Κωνσταντίνος Τασούλας		ΙΩΑΝΝΙΝΩΝ	nd	Τασούλας Αναστασίου Κωνσταντίνος	Αναστασίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/tasoulas.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=29514a2b-4306-4629-a36a-d88ab7d66ff2	tasoulas@parliament.gr	17/6/2014				Αθήνα, Σέκερη 1, Τ.Κ. 10671, τηλ: 210 3831750, 3847618, 3675838, FAX: 210 3847618, 210 3675638; Ιωάννινα, Μ. Αγγέλου 34-36, Τ.Κ. 45444, τηλ: 26510 20400, FAX: 26510 75432.
271	Τατσοπουλος	 Πετρος-Γεωργιος	Πέτρος-Γεώργιος Τατσόπουλος		Β' ΑΘΗΝΩΝ	syriza	Τατσόπουλος Ευαγγέλου Πέτρος - Γεώργιος	Ευαγγέλου			tatsopoulos@parliament.gr	17/6/2014	tatsopoulospetros@yahoo.com			Αθήνα, Βουλή των Ελλήνων, Τ.Κ. 10021, τηλ: 210 3708377, FAX: 210 3707790.
272	Τζαβαρας	 Κωνσταντινος	Κωνσταντίνος Τζαβάρας		ΗΛΕΙΑΣ	nd	Τζαβάρας Γεωργίου Κωνσταντίνος	Γεωργίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/tzavaraskonstantinos.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=73b5a80f-18ab-4aff-927b-41a4f4366575	tzavaras@parliament.gr;	17/6/2014	kontzav@otenet.gr;	http://www.k-tzavaras.gr		Πύργος Ηλείας, Λετρίνων 12, 27100, τηλ. 26210-25225, FAX: 26210 35777.
273	Τζακρη	 Θεοδωρα	Θεοδώρα Τζάκρη		ΠΕΛΛΗΣ	pasok	Τζάκρη Εμμανουήλ Θεοδώρα	Εμμανουήλ			giannitsa@tzakri.gr	17/6/2014	http://www.tzakri.gr			Αθήνα, Μητροπόλεως 105 57, τηλ: 2103709442, FAX: 2103709444 Γιαννιτσά, Βενιζέλου 85, 58100 τηλ.: 2382083768, FAX: 23820274841
274	Τζαμτζης	 Ιορδανης	Ιορδάνης Τζαμτζής		ΠΕΛΛΗΣ	nd	Τζαμτζής Συμεών Ιορδάνης (Δάνης)	Συμεών	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/tzamtzis.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=454e489c-3f39-48e3-abab-e733267d5369	dtzamtzis@yahoo.gr;	17/6/2014	http://www.dtzamtzis.gr			Αθήνα, Βουλή των Ελλήνων, Τ.Κ. 10021, τηλ: 210 3707518, 3707514, FAX: 210 3707418.; Σκύδρα, Πλατεία Δημοκρατίας 5, Σκύδρα, ΤΚ: 58500; τηλ: 23810 82831, 83333, 83334, FAX: 23810 82511
275	Τραγακης	 Ιωαννης	Ιωάννης Τραγάκης		Β' ΠΕΙΡΑΙΩΣ	nd	Τραγάκης Παναγιώτη Ιωάννης	Παναγιώτη	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/tragakis03.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=2fdd4a5b-43c9-4f20-8bf3-bd5be02dca28	i.tragakis@gmail.com;	17/6/2014	http://www.tragakis.gr/			Νίκαια, Πέτρου Ράλλη 226, 184 54, τηλ: 210 4927090, 210 4927100
276	Τριανταφυλλος	 Κωνσταντινος	Κωνσταντίνος Τριαντάφυλλος		ΧΙΟΥ	pasok	Τριαντάφυλλος Δημοσθένη Κωνσταντίνος	Δημοσθένη	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/grigorakos.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=7d35adef-76ff-4a1d-8a78-00948403915d	kostas@ktriantafyllos.gr	17/6/2014	http://www.ktriantafyllos.gr			Αθήνα, Μητροπόλεως 1, Τ.Κ. 10557, τηλ: 210 3709246, 3239180, FAX: 210  3709249, τηλ: 22710 80551, 80553, FAX: 22710 80553
277	Τριανταφυλλου	 Μαρια	Μαρία Τριανταφύλλου		ΑΙΤΩΛΙΑΣ ΚΑΙ AΚΑΡΝΑΝΙΑΣ	syriza	Τριανταφύλλου Κωνσταντίνου Μαρία	Κωνσταντίνου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/triantafylloumaria.JPG	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=84728b52-254d-4bbc-a4dd-112f4eea53a9	m.triantaf@parliament.gr	17/6/2014				Αθήνα, Βουλής 4, Τ.Κ. 10562, τηλ: 210 3706387, FAX: 210 3706587
278	Τσαβδαρίδης	 Λαζαρος	Λάζαρος Τσαβδαρίδης		ΗΜΑΘΙΑΣ	nd	Τσαβδαρίδης Γεωργίου Λάζαρος	Γεωργίου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/tsavdaridislaz.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=4896dcc3-a903-49e8-8072-72ff22525f94	ltsavdar@otenet.gr	17/6/2014				Αθήνα, Αθήνα, Βουλής 4, Τ.Κ. 105 62; τηλ: 210 3706147, 3706347, 3252790,; Αλεξάνδρεια, Δ. Βετσοπούλου 73, Τ.Κ. 593 00; τηλ./FAX: 23330 26734; Βέροια, Μητροπόλεως 57, Τ.Κ. 59100; τηλ: 23310 64008, 64009, FAX: 23310 24990
279	Τσακαλωτος	 Ευκλειδης	Ευκλείδης Τσακαλώτος		Β' ΑΘΗΝΩΝ	syriza	Τσακαλώτος Στεφάνου Ευκλείδης	Στεφάνου	http://www.hellenicparliament.gr/UserThumbs/ead3237d-2c71-43a9-b9ae-057fcbd6268d/thumbs_80x101/tsakalotosefk_1.jpg	http://www.hellenicparliament.gr/Vouleftes/Stoicheia-Epikoinonias-Voulefton?MPId=94978a5c-ac45-4d1d-a7da-eebb0784b82e	tsakalot@parliament.gr	17/6/2014				Αθήνα, Βουλή των Ελλήνων, Τ.Κ. 10021,
